gender,income,genhealth,illegalact,age,charged,grade90,jobsnum90,afqt89,jobtrain90,job_agri,job_mining,job_construction,job_manuf,job_transp,job_wholesale,job_retail,job_fin,job_busi,job_personal,job_enter,job_pro,job_pub
0,2.4643,2,0,17,0,14,7,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.1,3,1,17,0,13,13,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.5,3,0,17,0,14,7,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.4,3,0,16,0,12,4,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.6,2,0,16,0,12,8,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3.8,3,0,14,0,14,8,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,3,0,16,0,15,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.5,2,0,21,0,20,10,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.08,1,0,20,0,13,9,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.1,2,0,21,0,15,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.2,2,1,19,0,8,10,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,0,21,0,7,9,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.4,2,0,16,1,8,15,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.5,2,0,19,0,10,9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.0,3,0,21,0,13,11,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.6,2,0,21,0,12,5,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.7,1,0,19,0,11,6,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.1,2,1,18,0,15,11,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,2,0,16,0,16,14,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.2,4,0,14,0,8,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,19,0,9,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3,2,0,16,0,10,5,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.6,4,0,19,0,11,25,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,5,3,20,0,12,9,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2.01,3,0,19,0,16,10,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,0,21,0,12,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2,1,15,0,13,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.7,1,0,16,0,15,6,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.35,2,0,15,0,16,10,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1,0,15,0,16,10,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.5,3,0,16,0,19,14,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.2,2,0,17,0,16,16,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.8,4,0,17,0,13,6,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.5072,1,0,21,0,13,8,66,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,2,0,22,0,17,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.05,2,0,20,0,12,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.2,2,0,20,0,16,6,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.7,2,0,18,0,13,2,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3.2,2,0,16,0,16,10,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.85,3,3,15,0,16,7,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.4,1,0,17,0,12,3,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.9,1,0,17,0,19,4,82,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.1,3,1,15,0,12,12,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.9,3,0,15,0,12,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1.5,1,0,21,0,15,9,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.2,2,0,17,1,14,17,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.6,3,0,15,0,11,9,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.5,2,0,17,0,10,21,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.175,2,0,20,0,15,3,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.0,2,0,17,1,12,17,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.8,2,0,14,0,11,15,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.2,1,0,20,0,14,20,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.0,2,1,18,0,14,9,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.1,1,0,17,0,14,4,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.48,3,0,16,0,14,7,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.8,2,2,14,0,15,16,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.8,3,0,17,0,12,6,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,5,3,18,0,12,13,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3.6,2,3,16,0,12,19,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.6641,1,0,20,1,13,8,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.6,3,5,15,1,12,8,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.0,3,2,14,0,12,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.4,2,0,20,0,12,6,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2.9,3,0,20,0,12,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.3,2,1,17,0,14,14,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.35,3,0,16,0,11,18,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.3,1,0,19,0,11,6,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.8477,1,0,20,0,12,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.2,3,0,19,0,13,5,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,2,0,16,0,12,5,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.4,1,0,15,0,12,11,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.5,4,0,21,0,12,4,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.3,1,3,16,0,13,7,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.4,5,0,19,0,12,7,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.8,3,0,14,0,14,6,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.2,2,0,14,1,10,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.4,2,0,20,0,16,7,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4.3,1,0,21,0,16,8,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,0,21,0,15,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.0,3,0,22,0,16,6,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.28,2,0,21,0,15,7,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.7,1,0,20,0,16,8,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.7,1,0,22,0,16,8,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.6,2,3,20,0,13,6,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.65,3,1,21,0,13,18,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.8,4,0,18,0,12,12,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.9,1,0,15,0,14,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0,3,0,17,0,10,19,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.0,3,0,21,0,12,5,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.9,2,0,18,1,12,18,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2.1,2,2,17,0,12,7,53,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3.86,1,0,19,0,16,8,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.55,1,0,15,0,12,6,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,7.4283,4,1,19,0,12,11,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,18,0,12,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,4,0,17,0,13,12,84,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3.4,2,1,21,0,13,6,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.64,3,0,20,0,16,5,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,3,0,16,0,14,5,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.65,5,0,20,0,15,12,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.12,2,2,16,1,12,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,16,0,12,18,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.2,1,0,16,0,16,18,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.1,2,0,14,0,12,8,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.4952,3,0,20,0,13,6,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4.2,3,0,21,0,16,9,80,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.0,1,1,17,0,12,6,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3.5,2,0,21,0,13,9,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.9,1,0,19,0,11,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.58,1,0,21,0,11,3,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.0,3,0,20,1,12,20,76,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,4,0,18,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8,2,3,15,1,12,6,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.25,1,0,17,0,17,9,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.8,1,1,17,0,16,12,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.9,2,0,15,0,16,5,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.7,1,0,17,0,15,8,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.2,1,0,14,0,13,6,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.6,2,0,16,0,12,2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.3,3,0,15,0,16,6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.0,3,0,21,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.36,3,0,16,0,10,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,7.4283,3,1,15,0,12,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.1,2,2,14,0,12,5,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.0,3,1,16,1,11,11,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.4,5,0,17,0,15,9,82,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4.2645,3,0,16,0,18,13,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.2,3,0,19,0,17,11,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5.1,1,0,20,0,15,5,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3.8,3,1,14,0,12,11,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3.7,2,0,18,0,19,14,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.7752,3,0,15,0,19,20,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3.2,4,0,15,0,13,20,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.5321,3,0,17,0,13,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.2,3,0,20,0,12,17,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.0,3,1,18,1,11,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,4,6,15,1,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.7,2,0,14,0,16,14,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.0,1,0,16,0,12,15,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.7,1,0,21,0,14,8,80,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,1,0,21,0,17,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.8,2,0,18,0,12,20,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3.0,1,0,16,0,12,20,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.43,1,0,16,0,12,11,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.2,1,3,14,0,15,6,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,3,0,21,1,12,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.56,3,0,14,0,12,3,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,0,17,0,10,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,21,0,16,6,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.13,3,0,18,0,12,4,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.4,3,0,16,1,11,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,4,0,19,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.9,4,0,19,1,13,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.78,2,0,16,0,13,14,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.2,3,4,16,1,13,12,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.7,4,3,14,1,11,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.0,1,3,20,1,13,12,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.5,4,0,17,0,12,10,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.4,2,0,16,0,13,11,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.2,2,0,15,0,20,9,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.5,4,0,18,0,12,16,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,3,2,15,1,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.73,3,0,17,1,10,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.0,3,0,21,0,13,7,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,0,18,1,8,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.4,2,0,21,0,13,4,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.5,2,0,19,0,18,7,66,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.9,2,0,18,0,16,3,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.3,3,0,20,0,15,5,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.0,4,0,18,1,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,5,1,19,1,11,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,15,0,12,9,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.3,2,0,15,0,13,3,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.3,1,3,18,1,12,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.065,1,0,17,0,10,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.4,1,0,21,0,13,18,74,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,1,0,20,0,15,6,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3.0,3,0,18,0,12,6,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1.8,2,0,20,0,12,10,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.7,3,0,17,1,13,11,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3.4,1,0,15,0,12,4,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.6,3,0,14,0,14,11,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.5,1,0,16,0,14,5,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.6,2,2,14,1,8,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,14,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.6,2,0,16,0,14,9,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.7,4,5,21,0,16,7,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.4,2,0,15,0,13,8,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.0,1,0,19,0,14,9,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.6,4,0,20,1,14,12,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0,1,0,21,0,15,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.6,2,0,18,0,16,8,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.2,3,1,14,0,13,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.2,1,0,16,0,12,10,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.5,3,0,21,0,12,11,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,5,0,15,0,11,14,57,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7.4283,2,1,16,0,12,6,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.5,2,0,15,0,15,9,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.1,1,0,18,0,12,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.06,2,0,21,0,14,8,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4.4,2,0,18,0,16,4,73,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5.0,1,0,20,0,16,1,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1.0,3,0,21,0,12,5,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.6,2,1,20,1,14,5,99,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0,5,0,21,0,13,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,4,0,18,0,12,4,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.0,3,0,21,0,12,4,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.1,2,0,18,0,15,13,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.4,2,0,17,0,16,9,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1.5,1,0,16,0,12,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.06,1,0,15,0,12,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,3,2,14,0,12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7.4283,3,0,22,0,12,2,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.4,2,0,20,0,12,5,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.8,3,0,18,0,12,9,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3.1,2,0,15,0,16,6,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,1,0,14,0,16,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.0,1,0,20,0,16,7,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.9,1,0,17,0,13,3,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,1,0,15,0,14,3,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,1,0,20,0,16,4,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,14,0,12,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.0,3,0,19,0,12,17,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.36,3,0,20,0,14,8,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.025,3,0,15,0,12,12,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.5,1,2,17,0,12,14,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3.4,3,0,20,0,16,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.4,2,0,15,0,12,8,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.4,1,0,17,0,12,11,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3.9,2,4,18,0,12,3,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,0,15,0,14,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.4,1,0,20,0,13,7,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.2,1,2,15,0,12,7,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.8,2,0,19,0,13,12,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.5,1,0,18,1,12,2,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.3,2,0,18,0,15,16,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.4,5,1,15,0,12,15,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,18,0,12,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.0,3,2,17,1,12,7,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,19,0,12,9,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.12,5,1,18,0,12,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2.3,2,0,16,1,13,1,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1.56,2,0,14,0,12,5,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,3,0,17,1,10,11,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6,2,0,14,0,12,12,82,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.48,1,0,19,1,9,4,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.3,1,0,19,0,12,7,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3.4,3,0,20,0,17,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,1,0,17,0,17,18,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.92,3,0,21,0,13,1,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.02,3,0,19,0,12,5,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1.8,2,0,17,0,12,17,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.7,3,0,18,0,12,8,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.3,2,0,15,0,12,7,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.5,1,0,22,0,12,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.1,1,0,19,0,14,4,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.6,2,0,15,0,12,6,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.24,5,2,20,0,14,10,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.7,1,0,20,1,16,14,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3.0,2,2,20,0,17,13,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7.4283,2,2,18,0,20,9,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.8,3,0,20,1,12,17,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,2,0,15,0,14,10,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.1,1,0,15,0,16,7,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.64,3,0,18,0,11,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,2,3,17,1,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.2,3,0,17,0,12,12,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.5,3,0,15,0,12,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.4,3,0,14,0,12,7,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.5,3,0,15,0,14,10,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1,0,21,0,15,6,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7.4283,1,0,21,0,20,12,72,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.5,1,0,21,0,14,9,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0,2,0,19,0,12,5,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0,4,0,16,0,16,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1,1,0,14,0,16,7,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4.5,2,1,19,0,13,10,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.4,2,2,18,0,17,13,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,3,4,16,0,14,18,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3.0,2,0,18,0,14,8,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,2,0,15,0,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.4,4,0,14,0,12,8,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,2,0,15,0,13,7,49,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0,3,0,16,1,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8,3,0,18,0,12,12,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.35,2,0,14,1,15,10,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,0,19,0,15,3,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.5,1,0,17,0,16,8,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.75,1,0,14,0,13,5,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0
